id,marital8,gender,age,race,children,arrestsdli8,incarceration,income8,smoking8,drinking8,drug_marijuana,sexdrugsdli8,sexstrng8,ratelife8
1292,nevermarried,female,26,nonblhis,-1,a_no,0,1937,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
4216,married,female,27,nonblhis,-1,a_no,0,206,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
6755,nevermarried,male,24,hispanic,-1,a_no,0,655,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
1880,nevermarried,female,26,nonblhis,-1,a_no,0,718,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
8999,cohabiting,male,28,black,-1,a_no,0,468,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
3459,nevermarried,male,24,nonblhis,-1,a_no,0,203,smk_yes,drnk_yes,dm_no,s_no,ss_yes,good
322,nevermarried,female,26,nonblhis,-1,a_no,0,624,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
6966,nevermarried,male,24,black,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,fair
3219,married,male,25,hispanic,1,a_no,0,120,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
753,nevermarried,male,26,black,-1,a_no,0,445,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,excellent
5314,cohabiting,male,28,nonblhis,1,a_no,0,210,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
8121,nevermarried,female,28,black,2,a_no,0,124,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
5013,nevermarried,male,26,nonblhis,-1,a_no,0,154,smk_no,drnk_yes,dm_no,s_no,ss_no,good
107,nevermarried,female,26,nonblhis,-1,a_no,0,376,smk_yes,drnk_yes,dm_yes,s_no,ss_no,fair
5860,nevermarried,female,26,nonblhis,-1,a_no,0,144,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
574,cohabiting,female,25,hispanic,5,a_no,0,2,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
3125,married,female,26,nonblhis,1,a_no,0,691,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
4393,nevermarried,female,28,hispanic,-1,a_no,0,23,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
846,married,female,28,hispanic,-1,a_no,0,502,smk_yes,drnk_yes,dm_yes,s_no,ss_no,excellent
7910,nevermarried,male,27,black,0,a_no,0,322,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
2430,cohabiting,female,27,nonblhis,2,a_no,0,-3,smk_yes,drnk_no,dm_no,s_no,ss_no,verygood
8060,married,female,24,black,4,a_no,0,199,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
8453,nevermarried,male,27,black,-1,a_no,0,695,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
6563,married,male,24,nonblhis,1,a_no,0,479,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
5526,cohabiting,female,24,nonblhis,-1,a_no,0,561,smk_no,drnk_yes,dm_yes,s_no,ss_no,verygood
6967,nevermarried,female,25,black,1,a_no,0,210,smk_no,drnk_yes,dm_no,s_no,ss_no,good
1787,cohabiting,male,24,black,-1,a_no,2,-3,smk_yes,drnk_yes,dm_yes,s_vskip,ss_vskip,excellent
1447,nevermarried,male,25,nonblhis,-1,a_no,1,134,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
2644,nevermarried,male,24,nonblhis,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_no,excellent
5640,nevermarried,male,25,black,-1,a_no,0,315,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,poor
4463,cohabiting,male,26,nonblhis,1,a_no,1,60,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
7644,nevermarried,female,26,black,1,a_no,0,244,smk_dontknow,drnk_yes,dm_yes,s_no,ss_no,fair
2689,nevermarried,male,26,nonblhis,-1,a_no,0,339,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
681,nevermarried,female,24,black,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,fair
5574,cohabiting,male,25,black,1,a_no,0,216,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
4660,married,male,28,black,-1,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
2411,nevermarried,male,26,nonblhis,2,a_no,0,103,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
6669,married,male,25,hispanic,1,a_no,0,121,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
337,nevermarried,male,25,nonblhis,-1,a_no,0,1937,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
6639,cohabiting,female,25,hispanic,1,a_no,0,97,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7962,nevermarried,female,24,black,2,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
3261,married,female,27,nonblhis,-1,a_no,0,131,smk_yes,drnk_no,dm_no,s_no,ss_no,verygood
1730,married,female,27,nonblhis,1,a_no,0,584,smk_yes,drnk_yes,dm_yes,s_no,ss_no,excellent
4503,nevermarried,male,28,hispanic,-1,a_no,0,111,smk_yes,drnk_yes,dm_yes,s_refuse,ss_refuse,excellent
2658,married,male,27,nonblhis,-1,a_no,0,1286,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
2871,married,male,27,nonblhis,1,a_no,0,-3,smk_yes,drnk_no,dm_no,s_no,ss_no,excellent
3726,married,female,27,hispanic,2,a_no,0,214,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
5349,married,male,26,nonblhis,0,a_no,0,180,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
5224,married,male,27,nonblhis,1,a_no,1,887,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
6891,nevermarried,female,25,black,-1,a_no,0,586,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
2638,married,female,28,nonblhis,1,a_no,0,685,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7105,nevermarried,female,24,black,2,a_no,0,509,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
9017,cohabiting,male,25,nonblhis,-1,a_no,0,576,smk_yes,drnk_yes,dm_yes,s_no,ss_no,fair
7417,cohabiting,male,25,hispanic,1,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
6157,separated,female,26,nonblhis,1,a_no,0,378,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
6436,married,female,28,nonblhis,1,a_no,0,685,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
7373,nevermarried,female,27,black,1,a_no,0,178,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8183,nevermarried,female,25,hispanic,-1,a_no,0,153,smk_no,drnk_yes,dm_no,s_no,ss_no,good
3932,nevermarried,female,28,hispanic,-1,a_no,0,288,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
1879,cohabiting,male,25,nonblhis,-1,a_no,0,504,smk_no,drnk_yes,dm_no,s_no,ss_no,good
4768,married,female,26,hispanic,2,a_no,0,206,smk_no,drnk_no,dm_no,s_no,ss_no,good
3555,married,female,27,nonblhis,1,a_no,0,623,smk_yes,drnk_no,dm_no,s_no,ss_no,excellent
3251,nevermarried,female,25,hispanic,-1,a_no,0,797,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
7278,nevermarried,male,25,black,-1,a_no,0,126,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
7680,married,male,28,hispanic,1,a_no,0,479,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7643,nevermarried,male,24,black,-1,a_no,0,277,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8926,divorced,female,27,nonblhis,1,a_no,0,1937,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
8850,married,female,24,nonblhis,-1,a_no,0,245,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
4161,nevermarried,male,24,nonblhis,-1,a_no,0,1295,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
5116,nevermarried,male,27,nonblhis,0,a_no,0,352,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
5279,married,male,28,nonblhis,-1,a_no,0,-3,smk_no,drnk_yes,dm_yes,s_no,ss_no,fair
7992,nevermarried,female,28,black,1,a_no,0,248,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,good
6445,nevermarried,male,24,nonblhis,-1,a_no,0,1937,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7480,married,female,24,hispanic,1,a_no,0,222,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
8374,nevermarried,female,24,hispanic,2,a_yes,0,93,smk_yes,drnk_yes,dm_no,s_no,ss_yes,fair
3896,nevermarried,male,24,nonblhis,-1,a_no,0,957,smk_yes,drnk_yes,dm_yes,s_no,ss_no,fair
1816,married,male,28,hispanic,-1,a_no,0,133,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
1727,nevermarried,male,26,hispanic,0,a_no,0,154,smk_no,drnk_no,dm_no,s_no,ss_yes,excellent
2097,nevermarried,female,28,black,3,a_no,0,123,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
6115,married,female,26,nonblhis,2,a_no,0,377,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
6029,married,female,27,nonblhis,1,a_no,3,186,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
5980,separated,female,26,nonblhis,-1,a_no,0,871,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
5197,married,male,27,nonblhis,-1,a_no,0,704,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8325,cohabiting,female,28,black,3,a_no,0,-3,smk_yes,drnk_no,dm_no,s_no,ss_no,verygood
4354,married,male,28,hispanic,0,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,fair
1236,nevermarried,male,26,nonblhis,-1,a_no,0,-3,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
3718,married,female,26,black,4,a_no,0,-3,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,verygood
1874,married,female,26,nonblhis,-1,a_no,0,556,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
4830,nevermarried,male,25,nonblhis,-1,a_no,0,65,smk_yes,drnk_yes,dm_yes,s_vskip,ss_vskip,good
8264,nevermarried,female,28,black,2,a_no,0,30,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,good
5221,married,female,25,nonblhis,1,a_no,0,306,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7141,nevermarried,male,28,hispanic,-1,a_yes,5,275,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,fair
1537,married,female,25,nonblhis,1,a_no,0,210,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
2886,married,male,24,black,-1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,good
5245,cohabiting,male,24,nonblhis,1,a_no,1,342,smk_yes,drnk_no,dm_no,s_no,ss_no,fair
7854,nevermarried,male,26,hispanic,-1,a_no,0,507,smk_no,drnk_yes,dm_no,s_no,ss_no,good
5353,nevermarried,male,26,nonblhis,-1,a_no,0,603,smk_yes,drnk_yes,dm_yes,s_no,ss_no,excellent
6449,nevermarried,male,28,nonblhis,-1,a_no,0,222,smk_yes,drnk_yes,dm_no,s_no,ss_yes,verygood
5490,nevermarried,female,24,nonblhis,-1,a_no,0,108,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
4596,cohabiting,male,28,nonblhis,0,a_no,1,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
2394,nevermarried,male,26,nonblhis,-1,a_no,0,154,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
6287,cohabiting,female,25,nonblhis,-1,a_no,0,180,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
4202,married,male,25,nonblhis,1,a_no,0,288,smk_no,drnk_yes,dm_no,s_no,ss_no,good
5327,married,male,25,nonblhis,-1,a_no,0,432,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
6700,cohabiting,female,26,hispanic,1,a_no,0,192,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,good
3144,divorced,female,25,nonblhis,-1,a_no,0,339,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
2666,nevermarried,male,25,nonblhis,-1,a_no,0,1937,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
5493,cohabiting,female,27,nonblhis,2,a_no,1,106,smk_yes,drnk_no,dm_yes,s_no,ss_no,verygood
7721,nevermarried,male,28,black,1,a_no,1,535,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
1237,married,male,25,nonblhis,-1,a_no,0,535,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
6412,nevermarried,male,25,nonblhis,-1,a_no,0,232,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
5199,married,male,25,nonblhis,3,a_no,0,101,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
3985,cohabiting,female,27,nonblhis,1,a_no,0,222,smk_yes,drnk_no,dm_no,s_no,ss_no,good
8153,nevermarried,male,25,black,-1,a_no,0,1937,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
4085,divorced,male,27,nonblhis,0,a_no,0,0,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
6539,nevermarried,male,24,nonblhis,-1,a_no,0,1020,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
6004,nevermarried,male,24,nonblhis,-1,a_no,0,-3,smk_no,drnk_yes,dm_yes,s_no,ss_no,excellent
8959,nevermarried,male,24,hispanic,-1,a_no,0,625,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
7288,cohabiting,male,24,black,2,a_no,0,71,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
2942,nevermarried,female,27,nonblhis,-1,a_no,0,712,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
6428,married,female,28,nonblhis,1,a_no,0,235,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,excellent
5019,nevermarried,male,27,nonblhis,-1,a_no,0,389,smk_yes,drnk_yes,dm_no,s_no,ss_yes,good
3091,married,male,24,nonblhis,1,a_yes,0,244,smk_no,drnk_yes,dm_no,s_no,ss_yes,fair
8809,cohabiting,female,26,hispanic,1,a_no,0,342,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
1342,nevermarried,male,28,nonblhis,-1,a_no,0,128,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
7269,cohabiting,female,25,black,1,a_no,0,35,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
2982,cohabiting,female,26,nonblhis,-1,a_yes,0,61,smk_no,drnk_yes,dm_yes,s_no,ss_no,fair
961,nevermarried,female,24,nonblhis,-1,a_no,0,490,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
8285,nevermarried,male,24,black,-1,a_no,0,126,smk_no,drnk_yes,dm_yes,s_no,ss_yes,good
2527,married,male,26,nonblhis,-1,a_no,0,406,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
6009,nevermarried,male,25,black,0,a_no,0,92,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
6621,married,male,26,hispanic,1,a_no,0,426,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
1647,married,female,26,nonblhis,-1,a_no,0,63,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
4627,nevermarried,male,27,nonblhis,-2,a_no,5,0,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
2065,nevermarried,male,25,nonblhis,-1,a_no,0,763,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
4335,married,female,27,hispanic,-1,a_no,0,475,smk_no,drnk_yes,dm_yes,s_no,ss_no,verygood
4465,nevermarried,female,25,nonblhis,-1,a_no,0,93,smk_yes,drnk_yes,dm_yes,s_no,ss_no,fair
3132,married,female,28,nonblhis,1,a_no,0,473,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
5599,cohabiting,male,25,black,-1,a_no,1,85,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
6946,nevermarried,female,27,black,3,a_no,0,28,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
7267,nevermarried,male,25,black,-1,a_no,0,-3,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,excellent
300,married,female,24,nonblhis,-1,a_no,0,771,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7181,married,male,26,black,-1,a_no,0,242,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
7581,cohabiting,male,25,hispanic,1,a_no,0,323,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
1837,married,female,27,nonblhis,-1,a_no,0,956,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8555,married,female,25,hispanic,1,a_no,0,240,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,verygood
4607,nevermarried,female,24,nonblhis,-1,a_no,0,279,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
3029,married,female,28,nonblhis,-1,a_no,0,678,smk_yes,drnk_no,dm_no,s_no,ss_no,excellent
5763,married,female,27,black,3,a_no,0,93,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
2497,married,male,25,nonblhis,-1,a_no,0,375,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
7434,married,female,28,hispanic,2,a_no,0,374,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
2463,nevermarried,male,24,nonblhis,-1,a_no,0,74,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
6638,nevermarried,female,24,hispanic,-1,a_no,0,633,smk_no,drnk_yes,dm_no,s_no,ss_no,good
3786,nevermarried,female,26,nonblhis,-1,a_no,0,637,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
8741,married,male,28,nonblhis,1,a_no,0,631,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
5025,nevermarried,female,25,nonblhis,-1,a_no,0,1172,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,good
1123,nevermarried,female,24,nonblhis,-1,a_no,0,683,smk_no,drnk_yes,dm_yes,s_no,ss_no,verygood
3137,separated,male,25,nonblhis,2,a_no,0,164,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
5435,nevermarried,male,26,nonblhis,-1,a_yes,9,111,smk_no,drnk_yes,dm_yes,s_no,ss_yes,fair
9015,nevermarried,female,28,black,1,a_no,0,222,smk_no,drnk_yes,dm_yes,s_no,ss_no,good
6316,nevermarried,male,25,nonblhis,-1,a_no,0,94,smk_yes,drnk_yes,dm_yes,s_no,ss_no,excellent
7214,nevermarried,male,24,hispanic,-1,a_no,0,329,smk_yes,drnk_yes,dm_no,s_no,ss_yes,excellent
8742,cohabiting,male,25,nonblhis,-1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
4622,married,male,26,nonblhis,2,a_no,0,650,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
3628,nevermarried,female,25,black,-1,a_no,0,504,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
5134,nevermarried,male,24,nonblhis,-1,a_no,0,475,smk_no,drnk_yes,dm_yes,s_no,ss_no,verygood
3293,divorced,male,27,nonblhis,-1,a_no,0,-3,smk_yes,drnk_no,dm_no,s_no,ss_yes,good
5669,nevermarried,male,26,nonblhis,-1,a_no,0,3,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
4305,married,male,24,nonblhis,-1,a_no,0,355,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
7856,cohabiting,female,25,hispanic,-1,a_no,0,130,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
3702,married,male,26,hispanic,-1,a_no,0,209,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
3285,nevermarried,male,24,nonblhis,-1,a_no,0,158,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
1642,nevermarried,female,25,nonblhis,-1,a_no,0,542,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
4909,cohabiting,male,26,nonblhis,0,a_no,2,111,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
2673,divorced,male,25,nonblhis,-1,a_no,0,528,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
6993,married,male,28,hispanic,0,a_no,0,353,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,fair
1923,cohabiting,female,27,nonblhis,-1,a_no,0,433,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
5894,nevermarried,male,27,hispanic,0,a_no,0,884,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
2260,cohabiting,female,24,nonblhis,2,a_no,0,165,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
3418,nevermarried,male,26,nonblhis,-1,a_no,0,221,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
4923,married,female,25,nonblhis,1,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
5883,cohabiting,male,26,nonblhis,-1,a_no,0,1937,smk_no,drnk_yes,dm_yes,s_no,ss_no,excellent
1700,cohabiting,male,26,nonblhis,-1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
53,nevermarried,female,24,black,-1,a_no,0,489,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
458,nevermarried,male,26,hispanic,-1,a_no,0,1116,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
6783,married,male,28,hispanic,1,a_no,0,223,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
4513,nevermarried,male,27,nonblhis,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_no,fair
4583,married,female,26,nonblhis,2,a_no,0,231,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
7641,married,male,28,black,2,a_no,0,386,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
2035,married,male,27,nonblhis,1,a_no,0,342,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
4180,nevermarried,male,28,nonblhis,-1,a_yes,4,-3,smk_yes,drnk_no,dm_yes,s_no,ss_yes,excellent
5015,nevermarried,female,25,nonblhis,1,a_no,0,322,smk_yes,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
1472,nevermarried,female,25,black,1,a_no,1,-3,smk_yes,drnk_yes,dm_yes,s_no,ss_no,poor
3161,married,female,28,nonblhis,-1,a_no,0,605,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
2722,nevermarried,female,27,black,-1,a_no,0,362,smk_no,drnk_yes,dm_yes,s_no,ss_no,fair
2558,cohabiting,male,27,nonblhis,-1,a_no,1,180,smk_yes,drnk_yes,dm_yes,s_no,ss_no,good
8519,cohabiting,male,26,black,2,a_no,0,113,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
6890,nevermarried,female,25,black,1,a_no,0,196,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
6846,nevermarried,male,24,black,-1,a_no,0,62,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,excellent
2714,cohabiting,male,24,nonblhis,-1,a_no,0,130,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
7317,cohabiting,female,24,black,5,a_no,0,32,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
1672,married,female,25,nonblhis,-1,a_no,0,-3,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
4763,nevermarried,male,25,nonblhis,-1,a_no,0,121,smk_yes,drnk_yes,dm_yes,s_no,ss_yes,good
241,nevermarried,female,25,hispanic,-1,a_no,0,378,smk_no,drnk_yes,dm_no,s_no,ss_no,good
5803,divorced,female,25,nonblhis,2,a_no,0,159,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
5126,cohabiting,female,24,black,-1,a_no,0,-3,smk_yes,drnk_yes,dm_yes,s_vskip,ss_vskip,good
7308,nevermarried,male,27,black,-1,a_no,0,-3,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
1933,married,male,27,nonblhis,-1,a_no,0,469,smk_no,drnk_no,dm_no,s_no,ss_no,fair
6961,nevermarried,male,24,black,3,a_no,0,17,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
4078,married,female,28,nonblhis,2,a_no,0,1046,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
2592,nevermarried,female,27,nonblhis,-1,a_no,0,512,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
373,married,female,24,hispanic,-1,a_no,0,70,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
884,nevermarried,male,27,nonblhis,1,a_no,0,39,smk_yes,drnk_yes,dm_no,s_no,ss_no,fair
5417,married,male,28,mixed,5,a_no,0,77,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
8321,nevermarried,male,25,black,0,a_no,0,59,smk_yes,drnk_no,dm_no,s_vskip,ss_vskip,excellent
8647,cohabiting,male,26,hispanic,2,a_no,0,169,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
4430,married,female,27,nonblhis,2,a_no,0,476,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
6562,married,male,26,nonblhis,-1,a_no,0,-3,smk_no,drnk_yes,dm_yes,s_no,ss_no,excellent
5492,cohabiting,male,28,nonblhis,1,a_no,0,340,smk_no,drnk_no,dm_no,s_no,ss_no,verygood
2479,married,male,26,nonblhis,-1,a_no,0,594,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
8038,nevermarried,male,26,black,0,a_no,0,115,smk_no,drnk_no,dm_no,s_no,ss_no,excellent
1659,married,male,26,hispanic,1,a_no,0,389,smk_yes,drnk_yes,dm_no,s_no,ss_no,verygood
5772,nevermarried,female,26,black,-1,a_no,0,502,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
945,cohabiting,female,28,nonblhis,-1,a_no,0,1152,smk_no,drnk_yes,dm_no,s_no,ss_no,verygood
5220,nevermarried,male,24,nonblhis,-1,a_no,0,338,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
1003,married,female,26,nonblhis,2,a_no,0,109,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
3663,married,male,28,black,-1,a_no,0,524,smk_no,drnk_yes,dm_no,s_no,ss_no,good
1783,cohabiting,female,27,nonblhis,-1,a_no,0,43,smk_no,drnk_yes,dm_no,s_no,ss_no,excellent
5847,nevermarried,male,28,black,0,a_no,0,245,smk_no,drnk_no,dm_no,s_no,ss_yes,excellent
7330,nevermarried,female,26,black,-1,a_no,0,196,smk_no,drnk_yes,dm_no,s_vskip,ss_vskip,verygood
2157,divorced,female,27,nonblhis,3,a_no,0,71,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
3097,married,male,27,nonblhis,3,a_no,0,218,smk_yes,drnk_no,dm_no,s_vskip,ss_vskip,excellent
4200,cohabiting,female,25,nonblhis,2,a_no,0,166,smk_yes,drnk_yes,dm_no,s_no,ss_no,excellent
8955,married,male,26,hispanic,1,a_no,0,336,smk_no,drnk_yes,dm_no,s_no,ss_no,fair
6058,separated,female,27,nonblhis,2,a_no,0,27,smk_yes,drnk_yes,dm_no,s_no,ss_no,good
4181,nevermarried,male,25,nonblhis,-1,a_no,1,65,smk_yes,drnk_no,dm_no,s_no,ss_no,fair
1829,nevermarried,female,25,nonblhis,1,a_no,0,289,smk_yes,drnk_yes,dm_no,s_no,ss_no,poor
3101,nevermarried,male,26,black,0,a_no,2,171,smk_yes,drnk_yes,dm_yes,s_no,ss_no,verygood
5144,cohabiting,male,26,nonblhis,-1,a_no,0,879,smk_no,drnk_yes,dm_no,s_no,ss_no,poor
3894,cohabiting,female,27,nonblhis,-1,a_no,0,757,smk_no,drnk_yes,dm_yes,s_no,ss_no,excellent
6182,nevermarried,male,27,nonblhis,-1,a_no,0,1,smk_no,drnk_no,dm_no,s_vskip,ss_vskip,fair
